1;Product-1;21.618781555924322
2;Product-2;116.28454061093089
3;Product-3;116.88688844175091
4;Product-4;43.01578794124345
5;Product-5;51.92146988922617
6;Product-6;71.21866154155447
7;Product-7;71.60998188082016
8;Product-8;109.49541436788111
9;Product-9;14.900356183781183
10;Product-10;100.37509317288928
11;Product-11;47.33013160555088
12;Product-12;66.58722484741344
13;Product-13;94.37069793919588
14;Product-14;77.7284292749231
15;Product-15;74.99200788909252
16;Product-16;22.60690723568556
17;Product-17;69.9494774676198
18;Product-18;44.34725658114993
19;Product-19;99.38994451495286
20;Product-20;128.8821838464089
21;Product-21;139.76040667810534
22;Product-22;63.51059909988968
23;Product-23;80.66240157465062
24;Product-24;48.711988419969515
25;Product-25;72.89417874250469
26;Product-26;33.5121217000697
27;Product-27;33.81770402771003
28;Product-28;19.718716610352757
29;Product-29;94.4211924529226
30;Product-30;112.80002205391602
31;Product-31;102.7504277789976
32;Product-32;33.76287557312878
33;Product-33;14.171937386863327
34;Product-34;145.9870901422822
35;Product-35;53.31324507125514
36;Product-36;39.66364907890477
37;Product-37;13.29325895011893
38;Product-38;62.52722783406909
39;Product-39;82.48951317348056
40;Product-40;134.41812851041118
41;Product-41;39.75662169753403
42;Product-42;52.49139908231075
43;Product-43;77.56739675470878
44;Product-44;148.43618914570385
45;Product-45;135.537494860584
46;Product-46;45.88773682460175
47;Product-47;60.446683902421086
48;Product-48;49.507173561585425
49;Product-49;84.10295596532578
50;Product-50;113.35719258312503
